title,url,rating,agerating,oldreleaseyear,releaseyear
Bergman Island,https://www.imdb.com/title/tt6910282/?ref_=adv_li_tt,6.7,R,-2021,2021
One Night in Miami...,https://www.imdb.com/title/tt10612922/?ref_=adv_li_tt,7.1,R,-2020,2020
Running the Bases,https://www.imdb.com/title/tt8110900/?ref_=adv_li_tt,4.9,PG,-2022,2022
Dolemite Is My Name,https://www.imdb.com/title/tt8526872/?ref_=adv_li_tt,7.2,R,-2019,2019
Renegades,https://www.imdb.com/title/tt11696276/?ref_=adv_li_tt,6.8,R,-2022,2022
Lucky Day,https://www.imdb.com/title/tt7248248/?ref_=adv_li_tt,5.1,R,2019,2019
Railway Children,https://www.imdb.com/title/tt14592998/?ref_=adv_li_tt,5.5,PG,-2022,2022
Wildhood,https://www.imdb.com/title/tt11795652/?ref_=adv_li_tt,7,PG-13,-2021,2021
Cosmic Sin,https://www.imdb.com/title/tt11762434/?ref_=adv_li_tt,2.5,R,-2021,2021
The Secret: Dare to Dream,https://www.imdb.com/title/tt4411584/?ref_=adv_li_tt,6.5,PG,-2020,2020
Bull,https://www.imdb.com/title/tt13266998/?ref_=adv_li_tt,6.4,R,-2021,2021
The Farewell,https://www.imdb.com/title/tt8637428/?ref_=adv_li_tt,7.5,PG,2019,2019
Chemical Hearts,https://www.imdb.com/title/tt5843876/?ref_=adv_li_tt,6.2,R,-2020,2020
Gretel & Hansel,https://www.imdb.com/title/tt9086228/?ref_=adv_li_tt,5.5,PG-13,-2020,2020
Margaux,https://www.imdb.com/title/tt14967618/?ref_=adv_li_tt,4.4,R,-2022,2022
Force of Nature,https://www.imdb.com/title/tt10308928/?ref_=adv_li_tt,4.6,R,-2020,2020
Songbird,https://www.imdb.com/title/tt12592252/?ref_=adv_li_tt,4.7,PG-13,2020,2020
On the Rocks,https://www.imdb.com/title/tt9606374/?ref_=adv_li_tt,6.4,R,-2020,2020
How It Ends,https://www.imdb.com/title/tt13648228/?ref_=adv_li_tt,5.2,R,-2021,2021
The Last Thing He Wanted,https://www.imdb.com/title/tt7456312/?ref_=adv_li_tt,4.3,R,-2020,2020
The SpongeBob Movie: Sponge on the Run,https://www.imdb.com/title/tt4823776/?ref_=adv_li_tt,5.9,PG,-2020,2020
The Exorcism of God,https://www.imdb.com/title/tt10362566/?ref_=adv_li_tt,5.4,R,-2021,2021
The Comeback Trail,https://www.imdb.com/title/tt5420210/?ref_=adv_li_tt,5.7,R,-2020,2020
The White Tiger,https://www.imdb.com/title/tt6571548/?ref_=adv_li_tt,7.1,R,-2021,2021
Line of Duty,https://www.imdb.com/title/tt3541524/?ref_=adv_li_tt,5.3,R,-2019,2019
Family Camp,https://www.imdb.com/title/tt11535358/?ref_=adv_li_tt,5,PG,-2022,2022
Big Time Adolescence,https://www.imdb.com/title/tt3824648/?ref_=adv_li_tt,6.9,R,-2019,2019
The Kid Who Would Be King,https://www.imdb.com/title/tt6811018/?ref_=adv_li_tt,6.1,PG,-2019,2019
Drifting Home,https://www.imdb.com/title/tt15494038/?ref_=adv_li_tt,6.2,PG,-2022,2022
Black Christmas,https://www.imdb.com/title/tt10481868/?ref_=adv_li_tt,3.5,PG-13,-2019,2019
Montana Story,https://www.imdb.com/title/tt13656980/?ref_=adv_li_tt,6.5,R,-2021,2021
Made in Italy,https://www.imdb.com/title/tt9207700/?ref_=adv_li_tt,5.9,R,-2020,2020
The Starling,https://www.imdb.com/title/tt5164438/?ref_=adv_li_tt,6.3,PG-13,-2021,2021
The Kitchen,https://www.imdb.com/title/tt5822564/?ref_=adv_li_tt,5.6,R,-2019,2019
Moonshot,https://www.imdb.com/title/tt12585076/?ref_=adv_li_tt,5.6,PG-13,-2022,2022
The Half of It,https://www.imdb.com/title/tt9683478/?ref_=adv_li_tt,6.9,PG-13,2020,2020
A Love Song,https://www.imdb.com/title/tt12691830/?ref_=adv_li_tt,6.9,PG,-2022,2022
Finding 'Ohana,https://www.imdb.com/title/tt10332588/?ref_=adv_li_tt,6.1,PG,-2021,2021
Demonic,https://www.imdb.com/title/tt13392012/?ref_=adv_li_tt,4.3,R,2021,2021
The Swing of Things,https://www.imdb.com/title/tt6833470/?ref_=adv_li_tt,2.9,R,-2020,2020
The War with Grandpa,https://www.imdb.com/title/tt4532038/?ref_=adv_li_tt,5.6,PG,-2020,2020
Fortress,https://www.imdb.com/title/tt14577300/?ref_=adv_li_tt,3.4,R,-2021,2021
Hostile Territory,https://www.imdb.com/title/tt8859236/?ref_=adv_li_tt,4.6,R,-2022,2022
Zone 414,https://www.imdb.com/title/tt8545482/?ref_=adv_li_tt,5,R,-2021,2021
The Very Excellent Mr. Dundee,https://www.imdb.com/title/tt8560172/?ref_=adv_li_tt,4.9,PG-13,-2020,2020
"Where'd You Go, Bernadette",https://www.imdb.com/title/tt2365580/?ref_=adv_li_tt,6.5,PG-13,-2019,2019
Wickensburg,https://www.imdb.com/title/tt15209382/?ref_=adv_li_tt,4.5,PG,-2022,2022
Moxie,https://www.imdb.com/title/tt6432466/?ref_=adv_li_tt,6.7,PG-13,2021,2021
Lost Girls,https://www.imdb.com/title/tt3111426/?ref_=adv_li_tt,6.1,R,-2020,2020
Let Them All Talk,https://www.imdb.com/title/tt10808832/?ref_=adv_li_tt,6.1,R,-2020,2020
Good on Paper,https://www.imdb.com/title/tt8231668/?ref_=adv_li_tt,5.6,Unrated,-2021,2021
Isn't It Romantic,https://www.imdb.com/title/tt2452244/?ref_=adv_li_tt,5.9,PG-13,-2019,2019
Come Play,https://www.imdb.com/title/tt8004664/?ref_=adv_li_tt,5.7,PG-13,-2020,2020
Finding You,https://www.imdb.com/title/tt8760280/?ref_=adv_li_tt,6.3,PG,-2020,2020
Jiu Jitsu,https://www.imdb.com/title/tt9624766/?ref_=adv_li_tt,2.9,R,-2020,2020
Danger Close,https://www.imdb.com/title/tt0441881/?ref_=adv_li_tt,6.8,R,-2019,2019
The Last Vermeer,https://www.imdb.com/title/tt8337320/?ref_=adv_li_tt,6.7,R,-2019,2019
Someone Great,https://www.imdb.com/title/tt8075260/?ref_=adv_li_tt,6.1,R,-2019,2019
Mainstream,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,5,R,-2020,2020
Four Good Days,https://www.imdb.com/title/tt10344522/?ref_=adv_li_tt,6.5,R,-2020,2020
Stuber,https://www.imdb.com/title/tt7734218/?ref_=adv_li_tt,6.2,R,-2019,2019
The Courier,https://www.imdb.com/title/tt8075016/?ref_=adv_li_tt,4.8,R,-2019,2019
Die in a Gunfight,https://www.imdb.com/title/tt1697800/?ref_=adv_li_tt,4.4,R,-2021,2021
Aileen Wuornos: American Boogeywoman,https://www.imdb.com/title/tt14265992/?ref_=adv_li_tt,3.8,R,-2021,2021
Together Together,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,6.4,R,-2021,2021
A Mouthful of Air,https://www.imdb.com/title/tt10925852/?ref_=adv_li_tt,6,R,-2021,2021
Blithe Spirit,https://www.imdb.com/title/tt10334148/?ref_=adv_li_tt,5.4,PG-13,-2020,2020
Music,https://www.imdb.com/title/tt7541720/?ref_=adv_li_tt,3.2,PG-13,2021,2021
The Broken Hearts Gallery,https://www.imdb.com/title/tt2140571/?ref_=adv_li_tt,6.3,PG-13,-2020,2020
Gasoline Alley,https://www.imdb.com/title/tt14174168/?ref_=adv_li_tt,3.8,R,-2022,2022
Seberg,https://www.imdb.com/title/tt1780967/?ref_=adv_li_tt,5.9,R,-2019,2019
My Fake Boyfriend,https://www.imdb.com/title/tt15143222/?ref_=adv_li_tt,5,R,-2022,2022
American Carnage,https://www.imdb.com/title/tt20672490/?ref_=adv_li_tt,4.8,R,-2022,2022
Joe Bell,https://www.imdb.com/title/tt4651466/?ref_=adv_li_tt,6.1,R,-2020,2020
Bad Trip,https://www.imdb.com/title/tt9684220/?ref_=adv_li_tt,6.5,Unrated,-2021,2021
Godmothered,https://www.imdb.com/title/tt11681250/?ref_=adv_li_tt,6.1,PG,-2020,2020
Spontaneous,https://www.imdb.com/title/tt5774062/?ref_=adv_li_tt,6.5,R,2020,2020
Abominable,https://www.imdb.com/title/tt6324278/?ref_=adv_li_tt,7,PG,-2019,2019
I Love My Dad,https://www.imdb.com/title/tt14935966/?ref_=adv_li_tt,6.5,R,-2022,2022
Jingle Jangle: A Christmas Journey,https://www.imdb.com/title/tt7736496/?ref_=adv_li_tt,6.4,PG,-2020,2020
The Last Black Man in San Francisco,https://www.imdb.com/title/tt4353250/?ref_=adv_li_tt,7.3,R,-2019,2019
Embattled,https://www.imdb.com/title/tt6539992/?ref_=adv_li_tt,6.5,R,-2020,2020
Life in a Year,https://www.imdb.com/title/tt6598238/?ref_=adv_li_tt,6.1,PG-13,-2020,2020
Rifkin's Festival,https://www.imdb.com/title/tt8593904/?ref_=adv_li_tt,6.1,PG-13,-2020,2020
When You Finish Saving the World,https://www.imdb.com/title/tt12121582/?ref_=adv_li_tt,6.5,R,-2022,2022
Peter Rabbit 2: The Runaway,https://www.imdb.com/title/tt8376234/?ref_=adv_li_tt,6.2,PG,-2021,2021
Wander,https://www.imdb.com/title/tt9689696/?ref_=adv_li_tt,4.8,R,2020,2020
Primal,https://www.imdb.com/title/tt7394816/?ref_=adv_li_tt,4.9,R,-2019,2019
Becky,https://www.imdb.com/title/tt10314450/?ref_=adv_li_tt,5.9,R,2020,2020
WarHunt,https://www.imdb.com/title/tt6442686/?ref_=adv_li_tt,4.3,R,-2022,2022
Six Minutes to Midnight,https://www.imdb.com/title/tt5114840/?ref_=adv_li_tt,5.9,PG-13,-2020,2020
Le loup et le lion,https://www.imdb.com/title/tt10945288/?ref_=adv_li_tt,6,PG,-2021,2021
Eiffel,https://www.imdb.com/title/tt10366514/?ref_=adv_li_tt,6.2,R,-2021,2021
Clouds,https://www.imdb.com/title/tt6473066/?ref_=adv_li_tt,7.5,PG-13,2020,2020
Sundown,https://www.imdb.com/title/tt15115280/?ref_=adv_li_tt,6.5,R,-2021,2021
French Exit,https://www.imdb.com/title/tt10279362/?ref_=adv_li_tt,5.9,R,-2020,2020
Downhill,https://www.imdb.com/title/tt4558376/?ref_=adv_li_tt,4.9,R,2020,2020
The Birthday Cake,https://www.imdb.com/title/tt10719958/?ref_=adv_li_tt,4.3,R,-2021,2021
12 Mighty Orphans,https://www.imdb.com/title/tt8482584/?ref_=adv_li_tt,6.9,PG-13,-2021,2021
The Souvenir: Part II,https://www.imdb.com/title/tt6992978/?ref_=adv_li_tt,7.2,R,-2021,2021
My Little Pony: A New Generation,https://www.imdb.com/title/tt10101702/?ref_=adv_li_tt,6.8,PG,-2021,2021
Falling,https://www.imdb.com/title/tt9143112/?ref_=adv_li_tt,6.5,R,2020,2020
False Positive,https://www.imdb.com/title/tt10096842/?ref_=adv_li_tt,4.7,R,-2021,2021
Into the Deep,https://www.imdb.com/title/tt11005128/?ref_=adv_li_tt,4.5,R,-2022,2022
Valley Girl,https://www.imdb.com/title/tt1266036/?ref_=adv_li_tt,5.5,PG-13,-2020,2020
The Intruder,https://www.imdb.com/title/tt6722030/?ref_=adv_li_tt,5.6,PG-13,2019,2019
The Rhythm Section,https://www.imdb.com/title/tt7134096/?ref_=adv_li_tt,5.4,R,-2020,2020
Relic,https://www.imdb.com/title/tt9072352/?ref_=adv_li_tt,6,R,-2020,2020
A Journal for Jordan,https://www.imdb.com/title/tt0995854/?ref_=adv_li_tt,5.8,PG-13,-2021,2021
A Cowgirl's Song,https://www.imdb.com/title/tt14771622/?ref_=adv_li_tt,5.2,PG,-2022,2022
The United States vs. Billie Holiday,https://www.imdb.com/title/tt8521718/?ref_=adv_li_tt,6.3,R,-2021,2021
"Batman: The Long Halloween, Part One",https://www.imdb.com/title/tt14324650/?ref_=adv_li_tt,7.2,PG-13,-2021,2021
As They Made Us,https://www.imdb.com/title/tt10949028/?ref_=adv_li_tt,5.8,R,-2022,2022
Sniper: Rogue Mission,https://www.imdb.com/title/tt21222434/?ref_=adv_li_tt,4.4,R,-2022,2022
The Hole in the Ground,https://www.imdb.com/title/tt6198946/?ref_=adv_li_tt,5.6,R,-2019,2019
Tesla,https://www.imdb.com/title/tt5259822/?ref_=adv_li_tt,5.1,PG-13,2020,2020
How to Build a Girl,https://www.imdb.com/title/tt4193072/?ref_=adv_li_tt,5.9,R,-2019,2019
Superintelligence,https://www.imdb.com/title/tt7178640/?ref_=adv_li_tt,5.4,PG,-2020,2020
A Nice Girl Like You,https://www.imdb.com/title/tt3278540/?ref_=adv_li_tt,5.1,R,-2020,2020
Arkansas,https://www.imdb.com/title/tt9139586/?ref_=adv_li_tt,6,R,-2020,2020
An American Pickle,https://www.imdb.com/title/tt9059704/?ref_=adv_li_tt,5.7,PG-13,-2020,2020
1UP,https://www.imdb.com/title/tt13487922/?ref_=adv_li_tt,3.1,R,-2022,2022
The One and Only Ivan,https://www.imdb.com/title/tt3661394/?ref_=adv_li_tt,6.5,PG,-2020,2020
Carmen,https://www.imdb.com/title/tt6875952/?ref_=adv_li_tt,6.4,R,2022,2022
Blackbird,https://www.imdb.com/title/tt8717446/?ref_=adv_li_tt,6.6,R,2019,2019
Brahms: The Boy II,https://www.imdb.com/title/tt9173418/?ref_=adv_li_tt,4.7,PG-13,-2020,2020
Fortress: Sniper's Eye,https://www.imdb.com/title/tt14577304/?ref_=adv_li_tt,2.9,R,-2022,2022
Running with the Devil,https://www.imdb.com/title/tt5792656/?ref_=adv_li_tt,5.4,R,-2019,2019
The Kid Detective,https://www.imdb.com/title/tt8980602/?ref_=adv_li_tt,7,R,-2020,2020
Unplugging,https://www.imdb.com/title/tt10314040/?ref_=adv_li_tt,4.3,R,-2022,2022
Blackbird,https://www.imdb.com/title/tt8246646/?ref_=adv_li_tt,3.2,R,2022,2022
The High Note,https://www.imdb.com/title/tt9308382/?ref_=adv_li_tt,6.4,PG-13,-2020,2020
Shirley,https://www.imdb.com/title/tt8430598/?ref_=adv_li_tt,6.1,R,-2020,2020
Master,https://www.imdb.com/title/tt11286210/?ref_=adv_li_tt,5.2,R,2022,2022
Uncle Frank,https://www.imdb.com/title/tt11327514/?ref_=adv_li_tt,7.3,R,-2020,2020
The Grandmother,https://www.imdb.com/title/tt11807888/?ref_=adv_li_tt,5.9,R,-2021,2021
Together,https://www.imdb.com/title/tt14640242/?ref_=adv_li_tt,6.2,R,2021,2021
Over the Moon,https://www.imdb.com/title/tt7488208/?ref_=adv_li_tt,6.3,PG,-2020,2020
Alone Together,https://www.imdb.com/title/tt14584284/?ref_=adv_li_tt,5.3,R,2022,2022
Funny Pages,https://www.imdb.com/title/tt8174412/?ref_=adv_li_tt,6.3,R,-2022,2022
Little Monsters,https://www.imdb.com/title/tt7390588/?ref_=adv_li_tt,6.3,R,-2019,2019
The Vanished,https://www.imdb.com/title/tt9794630/?ref_=adv_li_tt,5.7,R,-2020,2020
Bruised,https://www.imdb.com/title/tt8310474/?ref_=adv_li_tt,6.2,R,-2020,2020
Don't Let Go,https://www.imdb.com/title/tt6803212/?ref_=adv_li_tt,6.3,R,-2019,2019
Here Today,https://www.imdb.com/title/tt10944596/?ref_=adv_li_tt,6.7,PG-13,-2021,2021
Wine Country,https://www.imdb.com/title/tt8169446/?ref_=adv_li_tt,5.4,R,-2019,2019
Frank and Penelope,https://www.imdb.com/title/tt4459134/?ref_=adv_li_tt,5.2,R,-2022,2022
Never Rarely Sometimes Always,https://www.imdb.com/title/tt7772582/?ref_=adv_li_tt,7.4,PG-13,-2020,2020
Pil's Adventures,https://www.imdb.com/title/tt15091284/?ref_=adv_li_tt,6.2,PG,-2021,2021
Doom: Annihilation,https://www.imdb.com/title/tt8328716/?ref_=adv_li_tt,3.7,R,-2019,2019
Needle in a Timestack,https://www.imdb.com/title/tt7099280/?ref_=adv_li_tt,5.1,R,-2021,2021
My Spy,https://www.imdb.com/title/tt8242084/?ref_=adv_li_tt,6.3,PG-13,-2020,2020
Vanguard,https://www.imdb.com/title/tt9695722/?ref_=adv_li_tt,4.7,PG-13,2020,2020
Lying and Stealing,https://www.imdb.com/title/tt7558302/?ref_=adv_li_tt,5.4,R,-2019,2019
Black and Blue,https://www.imdb.com/title/tt7390646/?ref_=adv_li_tt,6.4,R,2019,2019
Locked Down,https://www.imdb.com/title/tt13061914/?ref_=adv_li_tt,5.2,R,2021,2021
Jane,https://www.imdb.com/title/tt15040500/?ref_=adv_li_tt,4.9,R,2022,2022
The Vigil,https://www.imdb.com/title/tt10793644/?ref_=adv_li_tt,5.8,PG-13,-2019,2019
The Education of Fredrick Fitzell,https://www.imdb.com/title/tt8372094/?ref_=adv_li_tt,5.3,R,-2020,2020
In the Earth,https://www.imdb.com/title/tt13429362/?ref_=adv_li_tt,5.2,R,-2021,2021
Bullet Proof,https://www.imdb.com/title/tt10198564/?ref_=adv_li_tt,4.4,R,-2022,2022
My Hero Academia: World Heroes' Mission,https://www.imdb.com/title/tt13544716/?ref_=adv_li_tt,7.1,PG-13,-2021,2021
Gaia,https://www.imdb.com/title/tt11881160/?ref_=adv_li_tt,5.6,R,-2021,2021
Maneater,https://www.imdb.com/title/tt15262370/?ref_=adv_li_tt,3.1,R,-2022,2022
Sergio,https://www.imdb.com/title/tt8750570/?ref_=adv_li_tt,6.2,R,-2020,2020
Press Play,https://www.imdb.com/title/tt11116642/?ref_=adv_li_tt,5.9,PG-13,-2022,2022
La Belle Époque,https://www.imdb.com/title/tt9172422/?ref_=adv_li_tt,7.4,R,-2019,2019
Wolf Hound,https://www.imdb.com/title/tt7319486/?ref_=adv_li_tt,3.9,R,-2022,2022
Luce,https://www.imdb.com/title/tt7616148/?ref_=adv_li_tt,6.6,R,2019,2019
13: The Musical,https://www.imdb.com/title/tt3975918/?ref_=adv_li_tt,5.2,PG,-2022,2022
Ida Red,https://www.imdb.com/title/tt11388416/?ref_=adv_li_tt,5.5,R,-2021,2021
Late Night,https://www.imdb.com/title/tt6107548/?ref_=adv_li_tt,6.5,R,-2019,2019
Inside Man: Most Wanted,https://www.imdb.com/title/tt7832848/?ref_=adv_li_tt,5.6,R,-2019,2019
Blue Story,https://www.imdb.com/title/tt9285882/?ref_=adv_li_tt,6.2,R,-2019,2019
The Jesus Rolls,https://www.imdb.com/title/tt5974030/?ref_=adv_li_tt,4.4,R,-2019,2019
The Willoughbys,https://www.imdb.com/title/tt5206260/?ref_=adv_li_tt,6.3,PG,-2020,2020
The Harbinger,https://www.imdb.com/title/tt7440124/?ref_=adv_li_tt,3.7,PG-13,2022,2022
Bloody Hell,https://www.imdb.com/title/tt9772374/?ref_=adv_li_tt,6.5,R,-2020,2020
Outback,https://www.imdb.com/title/tt7336182/?ref_=adv_li_tt,5,R,-2019,2019
The Secret Garden,https://www.imdb.com/title/tt2702920/?ref_=adv_li_tt,5.5,PG,-2020,2020
Catwoman: Hunted,https://www.imdb.com/title/tt15248702/?ref_=adv_li_tt,5.6,PG-13,-2022,2022
Georgetown,https://www.imdb.com/title/tt4669252/?ref_=adv_li_tt,6.2,R,-2019,2019
Brittany Runs a Marathon,https://www.imdb.com/title/tt7671064/?ref_=adv_li_tt,6.8,R,-2019,2019
Blow the Man Down,https://www.imdb.com/title/tt8299768/?ref_=adv_li_tt,6.4,R,-2019,2019
The Last Son,https://www.imdb.com/title/tt1800393/?ref_=adv_li_tt,4.7,R,-2021,2021
The Long Night,https://www.imdb.com/title/tt10509906/?ref_=adv_li_tt,3.7,R,-2022,2022
Lucy in the Sky,https://www.imdb.com/title/tt4682804/?ref_=adv_li_tt,4.9,R,-2019,2019
Wounds,https://www.imdb.com/title/tt5913798/?ref_=adv_li_tt,4.1,R,-2019,2019
Percy Vs Goliath,https://www.imdb.com/title/tt8976696/?ref_=adv_li_tt,6.4,PG-13,-2020,2020
Spirit Untamed,https://www.imdb.com/title/tt11084896/?ref_=adv_li_tt,5.5,PG,-2021,2021
Diary of a Wimpy Kid,https://www.imdb.com/title/tt13834480/?ref_=adv_li_tt,5.1,PG,-2021,2021
Breakthrough,https://www.imdb.com/title/tt7083526/?ref_=adv_li_tt,6.2,PG,-2019,2019
7500,https://www.imdb.com/title/tt6436726/?ref_=adv_li_tt,6.3,R,-2019,2019
First Cow,https://www.imdb.com/title/tt9231040/?ref_=adv_li_tt,7.1,PG-13,-2019,2019
Low Tide,https://www.imdb.com/title/tt7434324/?ref_=adv_li_tt,6.3,R,-2019,2019
The Fanatic,https://www.imdb.com/title/tt7869070/?ref_=adv_li_tt,4.2,R,-2019,2019
Angel of Mine,https://www.imdb.com/title/tt7058080/?ref_=adv_li_tt,6.4,R,-2019,2019
Crown Vic,https://www.imdb.com/title/tt4558200/?ref_=adv_li_tt,6.4,R,-2019,2019
Encounter,https://www.imdb.com/title/tt12800524/?ref_=adv_li_tt,5.9,R,2021,2021
The Space Between,https://www.imdb.com/title/tt8740898/?ref_=adv_li_tt,5.4,R,-2021,2021
This Is the Night,https://www.imdb.com/title/tt7743120/?ref_=adv_li_tt,5.5,R,-2021,2021
Red Shoes and the Seven Dwarfs,https://www.imdb.com/title/tt4429160/?ref_=adv_li_tt,6.4,PG,-2019,2019
Ted K,https://www.imdb.com/title/tt8128276/?ref_=adv_li_tt,6,R,-2021,2021
The Wave,https://www.imdb.com/title/tt4354756/?ref_=adv_li_tt,6.1,R,-2019,2019
Troop Zero,https://www.imdb.com/title/tt2404465/?ref_=adv_li_tt,6.8,PG,-2019,2019
The Art of Self-Defense,https://www.imdb.com/title/tt7339248/?ref_=adv_li_tt,6.6,R,-2019,2019
Kill Chain,https://www.imdb.com/title/tt8535180/?ref_=adv_li_tt,5,R,-2019,2019
Small Engine Repair,https://www.imdb.com/title/tt9789042/?ref_=adv_li_tt,6.5,R,-2021,2021
The Aviary,https://www.imdb.com/title/tt17372462/?ref_=adv_li_tt,4.1,R,-2022,2022
Mortal,https://www.imdb.com/title/tt5715066/?ref_=adv_li_tt,5.9,R,2020,2020
Return to Seoul,https://www.imdb.com/title/tt19719836/?ref_=adv_li_tt,6.9,R,-2022,2022
Anastasia: Once Upon a Time,https://www.imdb.com/title/tt7014356/?ref_=adv_li_tt,2.9,PG,-2020,2020
Batman: The Long Halloween,https://www.imdb.com/title/tt21445686/?ref_=adv_li_tt,7.7,R,-2021,2021
Pursuit,https://www.imdb.com/title/tt15106860/?ref_=adv_li_tt,2.7,R,2022,2022
My Salinger Year,https://www.imdb.com/title/tt2222052/?ref_=adv_li_tt,6.4,R,-2020,2020
Fatima,https://www.imdb.com/title/tt2197936/?ref_=adv_li_tt,6.5,PG-13,-2020,2020
Borrego,https://www.imdb.com/title/tt12676006/?ref_=adv_li_tt,5.4,R,-2022,2022
Follow Me,https://www.imdb.com/title/tt8160834/?ref_=adv_li_tt,5.4,R,-2020,2020
Like a Boss,https://www.imdb.com/title/tt7545266/?ref_=adv_li_tt,4.6,R,-2020,2020
Queen Bees,https://www.imdb.com/title/tt8338076/?ref_=adv_li_tt,6.2,PG-13,-2021,2021
The Best of Enemies,https://www.imdb.com/title/tt4807408/?ref_=adv_li_tt,7.3,PG-13,-2019,2019
Triple Threat,https://www.imdb.com/title/tt6643972/?ref_=adv_li_tt,5.6,R,-2019,2019
The Tiger Rising,https://www.imdb.com/title/tt1596557/?ref_=adv_li_tt,4.6,PG,-2022,2022
Guest House,https://www.imdb.com/title/tt10054316/?ref_=adv_li_tt,4.4,R,-2020,2020
Justice Society: World War II,https://www.imdb.com/title/tt13804084/?ref_=adv_li_tt,6.4,PG-13,-2021,2021
Prayers for the Stolen,https://www.imdb.com/title/tt10366574/?ref_=adv_li_tt,7.3,R,-2021,2021
Little,https://www.imdb.com/title/tt8085790/?ref_=adv_li_tt,5.5,PG-13,2019,2019
Arctic Dogs,https://www.imdb.com/title/tt4426464/?ref_=adv_li_tt,4.8,PG,-2019,2019
Wendy,https://www.imdb.com/title/tt2420124/?ref_=adv_li_tt,5.7,PG-13,-2020,2020
Occupation: Rainfall,https://www.imdb.com/title/tt8615822/?ref_=adv_li_tt,5.1,R,-2020,2020
Calm with Horses,https://www.imdb.com/title/tt4460792/?ref_=adv_li_tt,6.8,R,-2019,2019
Zeroville,https://www.imdb.com/title/tt1881109/?ref_=adv_li_tt,4.5,R,-2019,2019
Pinocchio: A True Story,https://www.imdb.com/title/tt8480678/?ref_=adv_li_tt,3.9,PG,-2021,2021
Domino,https://www.imdb.com/title/tt3282076/?ref_=adv_li_tt,4.5,R,2019,2019
American Insurrection,https://www.imdb.com/title/tt11737466/?ref_=adv_li_tt,2.9,R,-2021,2021
Locked In,https://www.imdb.com/title/tt6439792/?ref_=adv_li_tt,4.2,R,2021,2021
Breaking News in Yuba County,https://www.imdb.com/title/tt7737640/?ref_=adv_li_tt,5.8,R,-2021,2021
On the Come Up,https://www.imdb.com/title/tt9783730/?ref_=adv_li_tt,5.6,PG-13,-2022,2022
National Champions,https://www.imdb.com/title/tt14547524/?ref_=adv_li_tt,5.7,R,-2021,2021
Silk Road,https://www.imdb.com/title/tt7937254/?ref_=adv_li_tt,6,R,-2021,2021
The Banana Splits Movie,https://www.imdb.com/title/tt9831136/?ref_=adv_li_tt,5.1,R,-2019,2019
Project Legion,https://www.imdb.com/title/tt12885770/?ref_=adv_li_tt,2.3,R,-2022,2022
Skylines,https://www.imdb.com/title/tt9387250/?ref_=adv_li_tt,4.7,R,-2020,2020
Roped,https://www.imdb.com/title/tt8523028/?ref_=adv_li_tt,5.4,PG,-2020,2020
Chick Fight,https://www.imdb.com/title/tt10944486/?ref_=adv_li_tt,4.8,R,-2020,2020
A Dog's Way Home,https://www.imdb.com/title/tt7616798/?ref_=adv_li_tt,6.7,PG,-2019,2019
The Mustang,https://www.imdb.com/title/tt5952594/?ref_=adv_li_tt,6.8,R,-2019,2019
Breach,https://www.imdb.com/title/tt9820556/?ref_=adv_li_tt,3,R,2020,2020
Lifemark,https://www.imdb.com/title/tt20864704/?ref_=adv_li_tt,6.4,PG-13,-2022,2022
Here Before,https://www.imdb.com/title/tt8649190/?ref_=adv_li_tt,5.8,R,-2021,2021
The Hyperions,https://www.imdb.com/title/tt7520568/?ref_=adv_li_tt,5.4,R,-2022,2022
Les Misérables,https://www.imdb.com/title/tt10199590/?ref_=adv_li_tt,7.6,R,-2019,2019
Life Like,https://www.imdb.com/title/tt6547786/?ref_=adv_li_tt,5.4,R,-2019,2019
Summering,https://www.imdb.com/title/tt15208276/?ref_=adv_li_tt,4.4,PG-13,-2022,2022
The Survivalist,https://www.imdb.com/title/tt13694706/?ref_=adv_li_tt,3.5,R,-2021,2021
Stargirl,https://www.imdb.com/title/tt4858674/?ref_=adv_li_tt,6.2,PG,-2020,2020
Blinded by the Light,https://www.imdb.com/title/tt8266310/?ref_=adv_li_tt,6.9,PG-13,-2019,2019
Showing Up,https://www.imdb.com/title/tt13923216/?ref_=adv_li_tt,6.9,R,-2022,2022
American Siege,https://www.imdb.com/title/tt13496236/?ref_=adv_li_tt,3.4,R,-2021,2021
Come Away,https://www.imdb.com/title/tt5714470/?ref_=adv_li_tt,5.8,PG,-2020,2020
Body Brokers,https://www.imdb.com/title/tt9585676/?ref_=adv_li_tt,6.2,R,-2021,2021
Out of Death,https://www.imdb.com/title/tt12528166/?ref_=adv_li_tt,3.3,R,-2021,2021
Ordinary Love,https://www.imdb.com/title/tt6012380/?ref_=adv_li_tt,6.6,R,-2019,2019
John and the Hole,https://www.imdb.com/title/tt11307724/?ref_=adv_li_tt,5.3,R,-2021,2021
Where the Scary Things Are,https://www.imdb.com/title/tt12684068/?ref_=adv_li_tt,3.1,R,-2022,2022
Justice League vs the Fatal Five,https://www.imdb.com/title/tt8752474/?ref_=adv_li_tt,6.5,PG-13,-2019,2019
Daughter of the Wolf,https://www.imdb.com/title/tt7615052/?ref_=adv_li_tt,4.6,R,-2019,2019
